Sensor_ID,Warehouse_Location,Product_ID,Stock_Level,Update_Timestamp
5ed99d10-d222-4baf-ba99-cc456a20e746,New Jeffreyhaven,1030,4808,2024-08-14 03:42:01
4237f3bf-c686-4d4f-b23a-7a1efe4842c3,Flynnton,1045,1350,2024-05-01 17:29:05
ea94a305-0fa3-457f-98f3-5e4fd777c372,Lake Ellieside,1007,4486,2024-06-29 10:09:51
6c942d8c-a600-43fd-bd86-8e7a93de7cdb,Port Bradley,1022,3664,2024-01-01 12:50:12
ca9f2907-ae62-4e36-92c5-fbbc7d5acc8d,Samuelshire,1018,2942,2024-12-03 00:37:14
5a3eb480-95cf-4985-ab73-e49e65efce4d,West Bruce,1042,1513,2024-06-17 06:19:25
1204ed56-2268-41f2-8878-9a13ea132014,South Conorfort,1035,3855,2024-10-24 00:58:09
792c0fd7-a901-4452-853a-36f47debb9e5,Holdenfort,1047,4544,2024-04-01 15:05:14
c2d7f8f4-cc0c-425a-9b9c-058e9e9889fa,South Kirstyburgh,1022,1,2024-12-08 14:47:56
76193916-42d8-4e06-b696-f6b1822a2822,Abbiefurt,1048,409,2024-03-29 17:30:01
6571fa89-7fc0-4fca-aba5-98df8a821e57,Collinshaven,1007,4615,2024-04-06 02:34:05
f4fce538-b144-4f84-a0a0-7feac434aad0,Reedburgh,1016,1885,2024-01-28 13:14:36
8926036b-bcaf-4bad-84b2-699cc1a024e5,Lake Susan,1033,4341,2024-02-08 19:22:08
7928aef7-9137-4fd2-910c-7130cc071f6e,Jenniferside,1032,3884,2024-11-18 10:26:08
5d1d9c5a-a746-4962-b22c-581962f0efe0,West Julianland,1039,4388,2024-05-04 14:48:57
c8c4a2a2-1709-4edd-9e55-aa793919e57f,New Derek,1010,519,2024-04-29 15:47:18
05668fc1-caea-4915-84dc-3822b2327ca7,Jonesville,1039,2715,2024-10-07 21:18:12
0f9f3ae5-9413-4fb8-9ce8-14c87b774917,Lake Simonberg,1022,2267,2024-05-13 10:45:35
0c29e149-fef5-4474-b44a-f56535947acd,Elizabethfort,1031,99,2024-04-03 08:55:49
c5a6d84e-5013-4e61-be95-12403f53eabd,New Gillian,1038,4236,2024-09-30 00:54:13
71e59070-b859-4e04-9c94-f5580d941832,West Bryanside,1028,265,2024-10-09 00:00:14
ada812d0-776f-4427-bc9f-bac487d4e978,West Leonland,1016,1669,2024-03-06 03:28:20
5c84015f-47c7-40e3-8e2a-dcfd874df0a1,West Brian,1003,811,2024-08-07 09:37:14
8f4ba682-914a-49e3-af9c-2e41a3ea0d06,Port Jacobfort,1045,1201,2024-05-25 01:01:37
a2ec40fa-9ad4-4440-8f30-49cddbc0de2d,Murphyborough,1012,4445,2024-03-20 01:31:02
6d39fc56-4baf-4b86-9ac9-9a7333a3c187,West Sarah,1029,4441,2024-08-12 23:51:57
8c0f7489-4b05-4104-85ba-9df370ad07a2,Nicoleberg,1030,786,2024-06-21 12:18:29
3cbbc74b-e81d-497c-9341-ea543631d3ce,North Rosemaryfort,1050,4787,2024-01-28 14:53:44
e1dd7b4c-4360-465c-af86-8411fa249951,Abbieside,1044,3821,2024-09-29 10:36:50
11c4db16-3d2f-4805-8943-b7bd968dd604,Port Rebeccaport,1030,3549,2024-09-21 16:10:48
7f64f780-3de7-45c8-83c2-7c14bcd70fc9,Port Andrewfort,1034,4642,2024-01-13 11:53:28
0c89117d-782b-4823-a316-e2916f625768,South Owen,1004,2024,2024-06-25 11:42:29
54daadbf-eda7-441b-b73d-e0ce3c5f9c91,Dylanchester,1008,330,2024-08-14 13:55:37
9d5b8e0f-d2d7-4bcb-a622-86ffb9b76837,New Alexanderchester,1010,2590,2024-11-10 02:03:28
eb80b1c9-9015-4f80-b86d-86ab6a3b5c83,East Jill,1033,2996,2024-02-17 08:28:36
dd92b01b-f9f1-492d-8606-19aecac66adc,Murphyside,1025,4376,2024-03-15 17:15:03
8866cde4-3ced-46b0-a307-2565c26416e1,Lake Annstad,1041,2006,2024-07-18 15:09:45
762d25ae-4960-4e0b-a376-c0d56298a541,Geraldshire,1050,736,2024-05-07 01:21:48
122d3c02-f23f-4309-b829-d3ad934f31f4,Leeport,1003,3663,2024-11-14 14:04:22
c085a2ac-3dc8-4be5-b2a3-c73bfeb0d05d,Annetteburgh,1023,3720,2024-08-11 16:24:48
968fb72d-4ce8-42c3-8ea9-ec1c698e46d1,North Jennifer,1015,3794,2024-02-07 23:26:23
9f67ebd8-cb86-4536-993a-da9d9a8f33e1,West Mohammedville,1036,1176,2024-07-04 03:13:53
4fd1a315-87ec-4236-9288-71dbfbb42e38,Khanfort,1036,3783,2024-02-26 01:46:09
0fbf9a4f-79a4-42d1-8f40-fe13a91077eb,Port Williamburgh,1014,4193,2024-06-20 16:35:29
13145b9f-95bb-445c-bb8e-8974898ecf39,North Brian,1007,2541,2024-06-28 20:58:04
805805dc-c736-4ade-844c-cab30f5e2db0,Lake Kyleberg,1024,4998,2024-05-27 20:07:44
c0557b0a-a78f-4d62-b5d0-7708f54f8366,Boyleview,1005,4445,2024-05-02 22:42:00
f6215dd9-3dbc-47e5-aa51-f5a2d0d796ae,Luketon,1043,4939,2024-09-29 05:45:48
3410088c-ae80-441a-8be6-f38fc94021f8,Harrisonland,1019,4967,2024-03-28 02:08:24
995bfe23-c4aa-4333-b088-685d39b5576f,West Katie,1011,4137,2024-04-21 12:30:58
856da26d-1ee6-49d8-9cf5-18f490c23e68,Marianberg,1048,4785,2024-10-21 16:09:33
804a4e43-4163-452e-a4a1-6d845cdcede8,Harrisonfort,1043,2180,2024-07-19 07:36:00
17fadcd6-be85-4367-befd-65947c7305f4,Leahland,1028,1146,2024-07-26 16:35:50
e285763c-404b-4eb2-9b06-3fe942851083,Francescaside,1011,2916,2024-01-18 20:19:08
da8d9454-c8b8-4f3f-adff-ad8d7bab888b,Carolynfurt,1011,3024,2024-11-05 22:02:01
9e9a4d2e-ea07-4619-a9f4-984e7292bea5,Howardstad,1003,93,2024-07-16 02:48:51
99b2e989-41c6-42f2-a424-375ad7907186,Jacquelinefort,1038,4123,2024-03-20 15:57:24
5f5cb998-b06f-437f-ae50-ba87b8503379,West Leonton,1001,2213,2024-01-02 06:43:10
7db2a673-febe-443d-b4eb-42f92e5afa59,Leonmouth,1045,1426,2024-01-03 04:25:08
ccc4e80e-39f2-4fac-80c1-cfc31c13b8cb,New Zoeton,1016,794,2024-07-13 15:13:32
43b98531-2c51-4c2f-966d-0b0caa55f13e,West Kirstyton,1001,1917,2024-10-05 09:18:04
6183db9b-6a6f-4782-9ae4-2b226eb9eb72,East Marcus,1035,2908,2024-07-07 14:49:39
07a1dbf5-a8d6-4257-8c6e-71041d6f3148,West Natalie,1006,968,2024-01-10 21:02:53
871f18cf-ba30-427d-b257-33147425f666,Chloemouth,1050,2559,2024-12-05 22:44:58
4bef650a-5536-45f4-80ff-0d8eeb472f41,Dawnborough,1019,4421,2024-12-06 06:02:17
95c4cfe4-12b4-4493-99f7-ceed287ba0dc,Lake Mitchellville,1008,273,2024-03-06 09:50:29
6afc10d3-399b-4b87-8b8e-d78f541c4019,Hillview,1005,2520,2024-01-07 13:22:15
3aef75d5-7873-4bc6-837e-2bc4dfeda3a6,South Hayleyside,1006,3317,2024-06-11 15:24:15
0d28d776-9d2f-49c7-ad00-63b5b7020e54,East Christian,1022,451,2024-05-30 01:00:10
b5a9f112-ceed-4b9e-ab9a-64bf1fc7ba2f,Adamsberg,1038,839,2024-05-12 22:54:35
af3ed17a-4319-4e67-8c8f-eed113fa5601,South Barrymouth,1019,1181,2024-01-05 23:38:30
766281bd-47b3-4dbe-ad7e-569280b66038,Jamietown,1002,3452,2024-08-07 17:38:35
1002dcac-1db1-494c-aff8-cb6689123630,West Owen,1045,1202,2024-08-03 03:03:19
15b94085-31f1-4f6b-885e-217f3ca951bd,Ballside,1012,67,2024-05-30 02:34:47
681e5c87-6a77-4681-9259-aea04fc3fd31,East Beverleyfort,1027,2910,2024-09-17 13:30:59
3f5ef6bb-d313-47c2-aee0-456237347b60,New Terence,1018,1643,2024-08-07 17:15:13
354b485d-1ed3-4af2-a873-11e579b40741,Edwardsport,1031,27,2024-09-18 01:25:41
a2a03b7a-9a92-4319-b84d-911129aaf885,North Clifford,1024,3300,2024-01-31 05:10:51
d2ae3404-fa10-4eeb-bc4b-4e07d33f7a28,Hollieshire,1041,4964,2024-08-14 19:47:27
441b29ff-4c91-466c-bd2b-a6b3ba7cbaa0,Garyland,1025,4198,2024-01-08 01:37:29
397d3561-7889-4904-b1b5-54ba35aaed41,West Danielle,1047,2177,2024-08-24 08:42:48
a32193f1-cb3a-455d-8811-c89b4abc7917,Hopefort,1032,4290,2024-11-10 06:01:53
935f51ed-88ee-4764-9c9c-93c29214e4ab,New Amelia,1036,2561,2024-10-22 08:21:26
bc8d1b23-14b1-4295-a5ee-e8dd5df5bfdd,Kimmouth,1008,3979,2024-05-24 05:01:48
96218d08-40a0-414b-be4f-2c902cac494e,South Nicole,1005,3299,2024-12-04 05:00:15
7cfc4060-2698-4e9b-92f1-2409ec19cbd8,Rogerchester,1008,1284,2024-11-18 18:28:58
c2a71096-3455-4138-8382-b25f9922bced,Lake Lewisport,1012,2033,2024-11-17 00:56:26
96f7338e-d195-49ff-a0a8-8487e80f7af3,Kayleighshire,1046,3529,2024-01-02 16:25:20
9957fc51-05a9-44e0-8c9b-9e95c5d3d874,Elaineville,1037,2896,2024-09-27 07:32:04
5228bf6e-eddd-40ea-b2d4-241fb653eea2,South Jaynechester,1036,4302,2024-11-12 12:53:19
f1232a12-38fe-486b-8a89-ec2c04508bec,North Christian,1047,4417,2024-10-06 01:28:12
e5f7ae3c-d312-4321-b831-369bcd2b5782,New Staceyburgh,1032,1235,2024-01-18 08:47:26
8edf2b06-dcb8-443d-9033-34b0132c445a,Tinamouth,1010,4290,2024-09-23 17:42:11
7547551f-7bc3-41a2-b7e4-56895db3b6cb,Port Craigchester,1038,3019,2024-01-23 11:52:18
479262a9-c887-42b5-8461-bfcb2aaffa76,Adamsmouth,1007,1890,2024-08-08 10:28:36
e1c17564-b8d2-4a5c-a6ba-0321471f65e7,Perrybury,1005,428,2024-05-16 23:33:49
836f0d24-39e3-46f5-8a3b-bc1c764e8635,Hayleyton,1019,2850,2024-09-21 07:27:12
51163a9d-e61b-409a-bed5-9e229dc76848,Carrollton,1024,2441,2024-06-16 20:09:54
5d4fb9c2-be59-4685-be86-7d1df457d4b4,Mauricehaven,1010,4402,2024-07-12 06:38:41
0fa31106-769a-4631-881f-849df037f04e,Turnerstad,1031,817,2024-01-30 04:29:39
7cb018bd-8d9a-4c9c-a938-9229f516efff,South Elizabethmouth,1029,3416,2024-11-23 16:25:44
96e51304-b96c-44a8-9de7-69597fec0a1f,Begummouth,1033,2252,2024-08-14 23:56:09
2bb39b04-9b97-420d-817c-c17be676ab8a,Yvonnefort,1025,4119,2024-04-15 08:08:45
93bd0a8c-9224-4dcc-9a19-01ad2d344400,New Geraldine,1012,1366,2024-02-01 07:23:44
a471c7df-5b80-4b3b-b360-b304f2b2fcef,North Denisshire,1006,2564,2024-08-19 01:18:43
488336ae-8fd5-461b-88ed-f9f1c3a7c49e,Dyermouth,1040,860,2024-02-06 03:56:00
82aa44b9-1b0d-436f-98b5-a0e71b96b42c,Lake Helenside,1004,1175,2024-12-06 04:32:18
b9b9ccb9-0930-4bd4-85f1-1eefa8580720,Benjaminbury,1032,1712,2024-08-11 15:56:22
d0ec8d70-0064-440f-a1a8-f31dac0da8ff,Port Brandonside,1017,785,2024-07-14 12:45:26
e60ceb77-b8fe-42ea-8c97-31dcc948c8a6,New Sally,1021,3800,2024-09-20 13:27:39
b1368760-f06d-4b24-b83b-0c42c6176708,North Richard,1046,90,2024-08-09 19:33:38
365b8477-8262-4a77-aa99-368b081a7cf3,South Linda,1004,4799,2024-08-21 15:34:57
f17ec9c1-864e-4d8e-8e45-ae0da9ebdd06,Lake Bethanyview,1023,4379,2024-01-28 01:35:41
edda9b54-bbc4-41db-a2fd-09a8d8aa8547,South Janet,1034,1635,2024-02-15 14:16:13
ab642b7b-89e7-45b2-92d1-bfdbd0f0119e,Andrewsburgh,1014,1045,2024-07-24 21:40:08
9a4e2844-6da0-41eb-9156-2b2fe53e1266,Robertshire,1004,3369,2024-05-17 16:28:02
2415664d-058c-43d6-9229-9da628567fb9,Stevensshire,1013,3374,2024-09-29 09:41:01
18b908ca-5e06-4107-9f2f-88d70309e450,North Stephenchester,1041,2133,2024-11-06 18:03:23
eebbf64e-e39d-42cd-b6cc-128105c64b74,Lake Helenhaven,1015,1000,2024-06-04 00:54:01
8ca2077f-fc28-4421-b2eb-5f77e0495410,Markfort,1039,2037,2024-05-12 17:45:43
60d9771a-7472-42a0-890b-04d0539f3a13,North Damienland,1013,2552,2024-03-13 16:12:11
02de8927-d062-4138-9f2d-6f2f734a7338,Paulafurt,1015,3709,2024-02-28 14:59:13
6b813717-bdf3-4827-8fcf-341c3f9f0134,South Mitchellshire,1044,673,2024-01-02 14:38:24
1e61d193-ff78-4cae-a77a-2f341b52d61d,Port Alison,1019,1850,2024-11-10 02:00:10
079a0b4e-522c-4b86-aa75-61da7a2652ef,Herbertmouth,1045,3323,2024-08-17 09:53:41
aae985f6-abc9-476e-850d-65172f7e299b,Port Joanna,1041,825,2024-01-08 23:29:42
9af0bd49-0932-4c36-815e-728c4b5fe5e8,North Jake,1001,3616,2024-06-27 05:08:41
2b45a9d5-e6ff-4057-9b9c-66056739639c,Port Katiechester,1022,1948,2024-06-08 06:46:39
8ba6c963-7bd1-4fc3-b2e6-84ca51ab9a78,Port Gemma,1012,3466,2024-06-23 16:14:10
c2c7fc71-3e2e-4e13-9fae-89b1e47ae010,Mariaville,1039,2620,2024-12-09 11:56:12
47165797-aef5-4ce9-8964-9a7da4d05fc5,Walkershire,1010,2301,2024-07-29 07:10:32
8dc8b756-3faa-4c5b-977e-e85dc8d4ab96,West Carolberg,1018,260,2024-10-05 20:41:45
59d17df0-a0bf-4f0e-8b80-1005a723ca76,Lake Deanfurt,1031,4605,2024-11-12 15:02:43
6f2a48a7-01c3-44f1-a30c-c2a1cb9cad1b,Hancockfurt,1050,2671,2024-02-16 07:01:57
87b6f9f0-1fe6-4509-afda-ea3d382da1d0,Craigborough,1031,4608,2024-02-15 16:29:54
0ad7196d-5526-4b24-bd7a-2aaba756f5c2,Lake Martinmouth,1032,3155,2024-03-24 03:13:54
c3afcfb1-4b07-4313-babc-c9ead3526904,West Lynn,1004,4347,2024-08-11 09:07:34
b2534ded-cad3-49c8-b230-5fe47842a514,South Gemma,1011,2872,2024-10-14 23:34:28
cdca6c88-ab5d-473b-9708-ea821b62d82b,Danielside,1008,4004,2024-07-05 01:07:59
ff01fdd0-bd40-41ab-8823-169df91dfdb9,West Christine,1016,768,2024-03-10 08:12:38
4cfa0753-5fa4-4f55-abfb-cc771c33fcfa,Smithshire,1029,3701,2024-01-19 19:45:23
b669303d-ad2b-4007-8cf5-fb7729c331cf,Harrisborough,1012,1708,2024-03-08 20:43:18
048c8551-fded-4d5c-b3a5-e276aad66032,South Peterbury,1031,4674,2024-11-28 23:06:36
1c4da257-15cb-4602-981a-b98e74c28922,Dayton,1022,1341,2024-08-18 10:40:36
823b458a-b78a-42a6-a2d6-07df82a337aa,New Lindaberg,1022,1580,2024-03-31 06:45:38
2025c8f5-7318-49d4-8fcc-04ed203c7ae3,South Samuel,1045,3110,2024-01-22 07:12:50
cbaf441d-92ea-44dc-b95c-a39f7b55019e,New Damien,1043,1266,2024-04-01 13:55:30
cbd033ac-a93d-493f-a1b8-0217a2b2dcc9,West John,1018,4231,2024-03-13 10:00:44
f737c1c2-92e3-4478-a765-eb3dc9baf3e3,Stephanieburgh,1006,43,2024-10-14 22:49:11
edab70d1-0822-4dfb-99ba-825d3dcf0af9,North Mauriceside,1001,4466,2024-04-10 10:09:10
e28860ef-d3aa-4da3-9a9b-88c66e91a420,Port Debra,1025,1828,2024-02-21 11:12:38
e40e4126-48db-40bc-b37b-bbc882e18cfc,Garryhaven,1039,219,2024-05-15 22:36:53
74e113a8-6e64-424a-b346-c5d4a3b1da10,Hallfort,1042,3229,2024-08-27 18:00:09
7c584fa9-b9ac-4374-9669-91b9546b7799,South Kerryberg,1018,4881,2024-11-05 00:26:13
5a7d727b-1ee1-4787-b9fc-4114fe0064cd,Carlyshire,1046,64,2024-11-25 09:35:50
57ca5045-72a4-4e2b-a0f4-ab8194c1952d,East Lee,1004,1326,2024-03-30 14:05:07
63f785e7-37d8-49d3-ad16-b0cebe236c1c,Lake Danielfort,1040,1740,2024-10-10 19:17:50
761f567a-ea2a-4717-a802-8b8a3c1b569b,Rogerside,1036,4944,2024-06-08 15:23:56
1fdab17c-e38d-4744-919c-264c2329f2ae,North Valerieburgh,1042,3605,2024-06-04 04:19:32
32d23df3-333b-4bb9-80c1-a177f7a88aa8,South Mathewchester,1007,1631,2024-12-03 01:04:12
5b31d28e-e58f-4952-a0d8-1ab770f0540e,Nigelfurt,1008,1426,2024-09-01 20:28:04
e21b8c6c-97d3-4816-9b4f-f25771ea5fe3,Marcusland,1028,1307,2024-01-29 09:25:38
5e6e98d9-7d1f-4560-9ba7-75518c269c54,Owentown,1050,3386,2024-12-07 02:22:19
b3cb3d37-13a9-44e2-907a-c99aa80be4a6,East Christopherburgh,1010,4550,2024-11-30 13:14:20
85f645a2-0a10-4a73-bf4b-691614c320df,South Peterton,1021,473,2024-05-01 12:49:04
55d9490b-a2d9-4f73-98a6-30c0e6851469,West Mohamed,1048,4082,2024-05-29 04:41:44
6857d427-d1cc-445d-b430-32ef304d9bed,East David,1048,1062,2024-07-05 00:23:57
d6e5da2e-b8d3-4a45-994f-e6e41ab40027,Amychester,1003,1488,2024-05-19 22:35:14
b34631fe-9c2c-4554-8700-6fa3e444c5e5,Greenville,1011,3518,2024-01-26 04:23:25
5dfbe2d4-e44c-4563-b2af-eaf874e563e2,South Carlhaven,1039,3110,2024-08-09 03:49:03
2d915cbb-d415-4759-83a8-d4dd9fc0ac8c,South Hayley,1026,4339,2024-03-13 16:15:47
