Transaction_ID,Product_ID,Store_Location,Quantity_Sold,Sale_Date,Revenue
fad0df9a-e9e1-45cb-a005-a02507a62417,1002,East Patrick,4,2024-07-02,185.55
806a16a5-dbca-4880-9168-e7016ccd9977,1068,Jeremyview,39,2024-11-20,40.65
1ca9537f-4280-41bc-9942-6c8e66852b91,1035,North Elliotbury,2,2024-05-11,307.03
9bc296f6-236e-491e-8ada-9a402f6bcd0c,1080,Port Marcbury,9,2024-02-25,417.33
87ec4b0b-7c42-41fb-b6d6-fe95fecf336c,1036,North Josephton,26,2024-07-29,118.96
c3ae8894-4243-40ee-ac4c-17fe9f571588,1069,North Julia,46,2024-09-17,268.27
78c2cf4a-5933-4e24-ab01-d9fff245a2b6,1012,New Mandyview,36,2024-06-10,61.58
05de6e5f-3f26-4431-9d38-ea61477fef39,1017,Morrischester,17,2024-01-23,412.17
4b96f085-388a-4b81-85f4-5095c286d2ad,1011,Mooreburgh,38,2024-05-29,167.02
31d441d2-b347-483b-903c-4c42d7db1f68,1038,Leonardstad,45,2024-03-11,336.67
8ef3b8c0-b470-44f2-8086-a16467c122c4,1068,Spencermouth,38,2024-02-19,268.33
2ad0285e-b4bd-4f68-a800-4c0d386a59c1,1032,Stephensshire,39,2024-06-04,413.43
e594577d-486d-4b42-ba3e-e8215e925fb8,1058,East Bethan,16,2024-11-27,115.47
023284e8-273f-4a31-afb3-d685b1c1cda7,1064,Turnerland,46,2024-10-07,182.52
c46e1494-dc8f-4954-a2d6-f9d2abc1887d,1053,Port Barry,35,2024-11-12,265.82
c1d37e6a-f849-4eed-bb91-87f88acd2a2e,1037,Katietown,27,2024-08-21,338.26
00340020-9eba-4bb1-ba4e-3f8602ecbb86,1057,Smithview,8,2024-04-12,425.89
08d874f0-a792-4842-add1-048bc4987bc3,1085,East Joanne,34,2024-05-03,230.7
6ca4c02e-945f-44d5-9907-cc358d1d6a43,1037,Port Brucehaven,1,2024-02-27,415.57
8ccf38bd-8b68-4db4-9f98-cf7c1ddde161,1004,Nataliefurt,42,2024-02-04,409.99
a1357205-b32c-4625-8ca7-08888772d285,1068,East Lucyton,8,2024-02-19,219.85
491e30bc-6ca4-462d-9396-1146a22a4655,1003,North Leanneport,42,2024-09-16,19.48
06a4e699-fb39-402c-ba23-f93db49c5da6,1089,Benjaminview,47,2024-03-24,336.76
b0ac0a6b-d7c1-41cf-b262-6464c0e97e47,1026,West Christian,18,2024-07-27,390.42
b4294d3e-d004-4620-9104-ff8511206e8d,1074,Port Dale,49,2024-01-28,434.45
2f0b5365-e4b5-4689-9db0-832931bd9eb3,1037,Port Kellychester,2,2024-10-10,468.37
9b91e1eb-f75f-4ae3-91eb-959b85bf3998,1041,New Allanfort,44,2024-01-21,275.51
12eff91a-9d08-4a8c-bcfe-80dcdd4f5283,1070,Sheilaton,19,2024-02-10,307.5
1d86df4b-8fd1-4c07-8cfa-e9baed27730b,1069,Port Douglasstad,35,2024-03-21,478.66
be3a963d-e26c-47d0-8126-debf68aa23b4,1028,Lake Denise,24,2024-07-05,26.54
a2d03b6a-29d6-40c2-9533-cbdbfa7d031f,1029,East Carolfort,38,2024-05-06,125.77
046c75fa-38b6-4b4d-8e8b-add5a5f79718,1034,Samville,50,2024-12-06,452.3
760bd39b-8771-48bf-8226-18eacf791e27,1008,Lake Hannah,15,2024-06-27,477.42
54a86ccf-b049-435e-b406-e31e103e4c71,1041,North Deborah,18,2024-01-24,308.73
feebae4f-3367-458a-8cde-676a32163af2,1032,Baxterfurt,4,2024-08-01,487.19
a0604086-f3ca-4ba6-91d6-9a48cf116cb9,1058,New Naomiport,48,2024-09-01,96.89
25a62f9a-ba69-42bd-bd34-a2946659274a,1023,Abdulburgh,6,2024-07-29,119.24
4f145b9c-cb43-4dd5-ab93-dff8e5f2dad0,1071,North Thomasmouth,47,2024-10-07,357.71
6023a175-382a-4a6d-af19-456ce391cf97,1037,Boltonville,31,2024-06-17,351.34
386d3841-bbd3-4543-adc7-0e9fffd55425,1007,Lake Frankchester,19,2024-02-12,365.0
f0f8c233-bc5a-47c5-b7d4-dcdd84f150c5,1028,Palmermouth,19,2024-11-13,19.19
98e95218-57a4-40f7-9928-88edf91e6f0c,1038,North Jacobmouth,6,2024-08-28,452.48
f2a91359-74d0-4bf2-82fe-0009cd286890,1010,Christopherstad,7,2024-11-30,338.4
8938da41-9e00-41f5-b064-f649513851d9,1085,West Paul,27,2024-01-02,116.55
ae5b1f5a-5762-4350-bb8e-926505bbb1be,1061,South Russell,43,2024-08-04,199.78
3998abd4-a67f-4ea9-82fb-6ee13d49cb38,1057,Jacksonburgh,44,2024-10-25,160.8
af2a3bee-d74c-4895-a523-70d41b27426f,1009,Pollardborough,24,2024-11-15,463.81
0d8a9a3f-084a-42c0-a34c-dcc5de26b3de,1011,Lake Patrick,48,2024-05-26,65.96
7af8fd73-0401-4c9b-b651-839728bbe7e6,1002,Taylorstad,29,2024-11-14,184.38
928cc551-7a75-410d-8071-603697c454b7,1029,Deborahview,50,2024-07-28,151.93
98b872fc-d1c4-4b0a-92aa-1b2de190e8f5,1079,Kateport,42,2024-07-19,395.88
0c0769b7-623a-48f6-9452-8e645e06cac6,1065,Maureenton,42,2024-06-01,350.17
e4a1a98e-a4c6-4a83-b3a0-968ebeb33147,1066,South Elliothaven,21,2024-07-01,59.62
9b70894c-44da-4c3f-a6f2-8b48c58fce24,1068,New Malcolmport,32,2024-11-06,74.48
6ce9f49c-9957-476e-97ec-d951ca8bfd52,1062,Port Janet,47,2024-04-11,50.76
b21c9f9b-ab0b-43fe-9624-4fc03f82d570,1056,Curtisberg,17,2024-05-30,151.21
5eaffb70-3bb3-4ab4-8a08-a9f28627da54,1055,Lake Joseph,10,2024-05-11,455.98
51a3016c-ed67-417b-bf1f-7f0eda111c7f,1042,New Gary,32,2024-07-09,50.66
427fe5c1-65cd-4424-ada0-7aa372d866fe,1005,Mortontown,19,2024-05-15,22.52
3e441e91-b6ff-4171-80c4-953eb4e9811c,1064,Moranside,18,2024-05-12,490.86
a4af66eb-6118-4ce8-8ea7-0bf1bbeff05f,1079,Hollyside,8,2024-07-04,418.33
99dec85f-1ebb-42c9-a158-957a3f3a03c1,1054,Middletonfort,17,2024-04-26,323.87
2c4e8b7b-73dd-43ff-8cf6-f4fca2da1a6b,1009,Adamtown,31,2024-07-12,291.83
f4d237f9-e5fa-41e8-b08d-86bf8f75be24,1058,Port Duncanview,35,2024-01-14,433.64
7914378b-ee00-4b8b-88a2-1695e0fea4d6,1044,Dianaland,36,2024-03-17,245.17
1f2c4062-b992-41bf-a620-16e16e6fd7dd,1010,Clairebury,7,2024-10-07,431.73
16e5ab03-e0c9-49dd-b860-3943715d58da,1089,Lake Allanshire,33,2024-01-17,320.33
389fd9ba-757d-43ef-8047-2fd81375377f,1064,Spencershire,27,2024-02-07,449.85
c7e385be-0ae0-4511-9076-8f9ffb88fb34,1054,Lewistown,21,2024-06-26,337.77
306b1cf1-dd3c-400c-9038-395bf247df07,1086,North Diana,42,2024-08-08,191.68
dcf46f5e-a6c8-4fea-bbf2-e7c7a4ca87e4,1056,Lake Louischester,36,2024-08-17,478.12
4e92c886-c848-47bc-aad0-eb7a0feb0b7e,1064,Jackton,21,2024-01-03,213.23
3d428d3c-91f3-47ed-94cc-d62af5cfc0d5,1072,North Ronald,4,2024-02-21,112.3
d5d8efa5-7f5a-4a31-b163-76015ed6951b,1020,Greenview,18,2024-01-09,57.56
fc4acc1e-638e-4cdb-8fd2-397ab2a696b0,1045,South Claire,36,2024-02-16,183.66
d6e9391f-745d-41f2-8e17-6ae235e705a2,1026,Evansstad,10,2024-06-18,241.83
56b1db19-7b93-4db8-9064-5f25e9416dc2,1056,North Charlesville,22,2024-04-03,480.64
2a69eabd-4552-422c-aff0-8e96f51c81ec,1054,Katebury,32,2024-05-28,492.49
c4a139a7-0cd8-4b69-8449-a05ae6dbc960,1044,Lake Eileenbury,3,2024-11-10,110.06
32cfb269-1d1c-4b71-a840-d1c277c0dd56,1032,Holtton,21,2024-06-11,28.15
9015e48e-efd3-48b2-9e87-8971977ba2a7,1064,Joyceport,35,2024-01-03,494.4
fbfc5ddc-a12c-4556-967b-6e6be9ee507d,1040,Ireneberg,41,2024-05-11,104.05
462c22a9-9bcc-4f21-a5f7-ba0d44e648a6,1046,New Conortown,47,2024-11-28,302.15
7813ccdc-9d3a-40d8-b8ad-87535c0dadc8,1090,East Brandontown,38,2024-09-12,69.32
667b1180-ffd3-491e-9817-cdf90f2ef641,1070,Harristown,13,2024-02-24,108.4
0f73e7a8-07b1-4a1b-ba71-5d366ef06903,1010,Dalyshire,48,2024-10-18,490.45
0aeadf01-b0be-4e78-8688-fa982d991463,1016,South Marcus,21,2024-11-08,364.53
e073f347-ec47-4d88-ac7b-af482d27728f,1023,Lake Norman,40,2024-10-16,370.95
3dc720df-eab0-4143-80b0-7803b2c06a22,1053,Freemanville,47,2024-12-02,369.05
68c9e6c2-da1c-4c2e-9fdc-1c6162b8c3bd,1063,New Bethanyberg,1,2024-12-03,350.99
cc327dde-4953-4dae-b957-f6dd9b67e12c,1016,Port Lesleyport,40,2024-02-08,79.92
f05bff1b-4b22-450b-acd6-2f58ad3d1a7c,1046,Holthaven,38,2024-02-14,455.87
5e319c07-e470-4d31-a943-3cfde1f012fc,1033,Ambershire,41,2024-05-01,205.11
0e79c1a6-c5cb-4ddb-a363-35ad23677198,1026,Jamietown,19,2024-09-08,450.4
4dde8c34-6a2e-493d-a33c-7b2dc1d07374,1067,Coxborough,18,2024-07-23,43.43
fdf825db-0661-4812-a5e6-8cd3ed2f0df9,1004,New Gavin,23,2024-01-02,250.37
ac9340e0-a088-4ed2-ad11-175078804db7,1041,Turnerstad,30,2024-07-08,315.44
02aa1751-bbd9-44ec-a48c-1790b3a487f5,1052,Gibsonchester,9,2024-07-18,394.24
c317b3f5-a8d1-4a83-8935-ca5122ad6bb0,1071,Joshuaside,8,2024-02-15,320.33
0a033fd3-3ff8-4981-86e2-043adb40a558,1042,West Ian,20,2024-10-23,360.84
5bda0eab-68e0-44b6-bcd1-37a9bf163124,1089,East Lynneland,43,2024-04-02,190.79
d8108826-01f7-40f2-83c3-fb25d57cea6b,1066,Laurashire,23,2024-03-29,23.24
3a29c255-2b22-48ca-98d2-0097d5facfc6,1005,West Aaron,33,2024-09-18,398.82
c572a4c2-eb41-4eea-aa00-5686e3b45fc6,1026,Collinshaven,39,2024-08-30,86.15
08073c95-353d-43e4-b408-e4709f2ca8db,1088,North Christianchester,20,2024-02-20,382.82
75e61fed-5452-4cd4-ab73-53a64e910209,1059,Antonyborough,29,2024-07-30,298.72
e8cd3e1c-8afe-4a5e-8586-0ee0841021e8,1083,North Eileen,8,2024-01-06,334.55
d2ad4e4e-f984-42e8-bace-bdc290c52133,1085,Jacquelineville,30,2024-03-01,69.32
69358735-943a-43d9-9ccc-0c8acc71a4cf,1004,New Holly,21,2024-05-14,170.64
f179cc44-327a-42e6-abe5-23b77d7cf4fe,1090,South Kylebury,7,2024-04-23,373.24
95db4382-4719-42ef-b1d4-cd2ef392b7ef,1022,Clareview,40,2024-03-01,447.8
f9752bea-d0ae-4520-8d9d-340c498903e6,1024,Birdside,31,2024-06-23,421.43
2d86dc4b-5aad-4532-bbaf-34e922e320c7,1060,East Bethtown,7,2024-09-04,65.6
b4100848-18a6-4deb-b2f9-2dcfcda9f3d6,1059,Williamshaven,1,2024-06-14,400.78
e1933954-07b2-464a-9cda-5098132b1476,1046,New Georgestad,22,2024-10-05,471.26
ce65f79d-5f5e-4b97-b6dd-03ce308252a8,1041,South Jemmaside,28,2024-10-20,461.2
63afed52-6a5a-4780-9ba1-93eea5a419d1,1003,Helenhaven,2,2024-05-29,244.43
9d1de005-a6fe-4544-9919-e490e6b91bbc,1076,West Eleanorview,19,2024-04-17,485.2
162119a7-174f-40e3-804f-4e33a5a896f3,1009,Samanthamouth,8,2024-01-01,214.51
7018e2d4-7375-490f-9e96-ef5bb15f4430,1050,Smithville,13,2024-08-14,286.05
fc8ac7c3-b4a0-4dcf-aaab-8a391381d08c,1079,Thompsonland,37,2024-08-27,282.46
98139423-2dbd-4af5-abe2-745ff3913d93,1036,Davidchester,42,2024-01-04,499.61
d8e1ca01-8d50-482d-9e68-d5b053fa3659,1020,Smithchester,48,2024-07-28,69.87
2237d592-c0db-4529-8eb2-be5a507bb1cc,1003,Thomsonland,14,2024-01-27,60.7
20060059-067a-4acb-921a-9434b99cad6e,1038,Wilkinsport,38,2024-07-31,314.19
cb21afc2-1db1-43bb-b6ed-9a78a08d1495,1084,Lake Bradley,41,2024-09-08,333.07
9ed1aa2d-41c2-4966-932e-a2e5861d2d12,1059,Lake Valerie,13,2024-06-29,77.71
1a2ff9e9-6c7f-4577-8643-d1e3791ad9c0,1088,New Craigshire,31,2024-06-10,315.76
f7d9c383-b9de-4dc0-a6b2-a1f03772407a,1036,Samuelfort,29,2024-03-15,336.23
d728a253-e04f-4666-9702-f87a38991426,1077,Evansville,34,2024-10-09,74.63
9fb4cadd-1a00-4db9-b300-72560f34d9e0,1064,Wellsmouth,28,2024-11-21,368.5
6336b188-b8cc-46a8-b222-88b6278b0307,1018,Janeview,20,2024-09-08,387.14
8c7ad3be-90b0-43f1-9a93-93c38c498cc9,1047,Dennisfort,12,2024-11-17,79.39
00a8d914-5c70-4bb9-af0d-7f89990b05b4,1087,Raymondton,1,2024-08-22,369.68
a243111f-468f-48c2-abce-3b9e38336621,1021,Chapmanborough,43,2024-01-23,67.6
665faf27-632c-4e38-8334-57c787b0ec47,1068,South Graham,22,2024-11-19,62.88
a43fbf7f-2622-434f-a09d-7ac4ae6f057e,1001,Anthonyfurt,18,2024-02-16,66.36
a83884fe-d0c0-4f66-9ce1-34bda14ae765,1032,Philipland,30,2024-02-24,80.73
2e45c414-7b80-45d3-84d1-6a7ac50bb42d,1027,Marieton,28,2024-05-17,485.09
ed2f6420-f838-4a9d-b531-08cef245e2fc,1068,Lake Katehaven,27,2024-05-07,69.59
63d990cd-3313-4484-a0eb-4ad877edef23,1010,North Michelleborough,15,2024-04-04,72.19
fd4c05d1-190f-4177-a3ea-e8b3a89bc22b,1025,West Rhys,8,2024-10-01,389.87
8686e09e-7888-4cc2-bb86-80349647ecc6,1062,East Frankberg,35,2024-07-09,377.48
e3b784c1-f0f2-4073-853f-6bd2f3715fd7,1082,North Bryanfurt,25,2024-11-30,475.43
81c975bc-9e9e-4ee3-8781-5bfdb56d599c,1002,Georgiaton,8,2024-05-06,163.65
3843692e-9836-4347-9b19-b468140991d1,1027,New Lyndaland,25,2024-02-04,121.81
58350512-6d02-4501-8206-42f68f86840e,1048,New Stephentown,43,2024-05-22,381.86
31c09dd5-6cad-49e2-b2df-d2e11436849e,1014,Evansborough,9,2024-06-27,47.29
d60f98d9-bcde-4e13-90c5-bcfb6e12be19,1070,North Erictown,37,2024-08-07,325.92
77698c2b-c19d-444d-951d-4a7cb468c6f5,1020,South Barryview,23,2024-09-03,347.49
f0b8d781-a94e-4cc9-ab16-4870e213420c,1070,New Terryfurt,6,2024-04-18,298.82
cb825ac5-3195-49ed-b269-d128bd252c18,1073,Kayleighfurt,15,2024-01-10,207.23
85d9e3a0-d0b7-4f7c-8907-cb7077c28ff2,1067,New Marilyn,3,2024-07-30,251.88
3b584d28-d421-4fce-85fa-3b5ad4f4621e,1035,Bellhaven,19,2024-11-17,280.64
d04fa274-1968-4cb7-8f87-bd83a57eb3bb,1024,North Susanton,1,2024-04-19,158.79
ee65acd2-03e8-44fb-bb58-f3a5ea2b7aeb,1084,New Raymond,23,2024-05-27,408.19
089667bd-a120-4d82-8528-99e8ef173444,1072,West Trevorfurt,11,2024-05-22,157.07
f7baab9a-0e12-4bfd-b6c3-d2cf53521ccb,1080,Elliottbury,1,2024-11-02,342.56
08ef46a2-1a61-4b31-bf60-6e1c2bf2ec0f,1066,North Tony,49,2024-07-29,188.0
737222d5-ccf2-409b-8be6-b6ac6e0ca532,1031,West Graceside,1,2024-10-29,161.59
34912efc-7af2-40ba-8a94-09edbd59291d,1032,Damianside,3,2024-02-15,108.45
a51933d8-c3b2-4ca8-ace7-b166e332d689,1006,Gillianport,37,2024-10-20,482.69
d1f25d33-dc67-481a-907e-0e970ddcd647,1015,Lucyton,31,2024-01-12,462.58
b29b805e-1e32-4cf9-95d3-4d480e63583d,1066,Port Howard,43,2024-12-09,31.56
a698f873-ccfa-404c-a047-7081b55d51c2,1026,Charltonview,49,2024-05-18,325.56
217fe88b-92cb-4c4a-80b5-7b343499195f,1054,New Dennisfurt,36,2024-01-30,493.26
fd38fa42-a9b9-4c2b-8349-b6d533c29ba6,1058,Leonardfurt,47,2024-10-31,411.73
858114a9-6202-4f26-8829-7bbe4ae64e65,1080,Lake Gareth,13,2024-11-23,491.86
9d698f0d-967a-450c-8eae-8da0bf2c5f70,1029,South Amy,11,2024-07-07,171.1
dccdba8a-8443-45b7-b321-8c10e080e024,1090,Mohammadmouth,31,2024-11-18,57.31
44df813d-5d04-443e-9de6-20df4de9aafb,1044,Whiteborough,50,2024-11-29,141.21
375b0a64-edc6-414e-a9bd-4babaf5e8f68,1033,New Glenburgh,17,2024-11-21,234.27
ab2ba566-0667-4900-a141-3121a33dcbea,1021,Jonesville,14,2024-11-01,130.09
2b572415-47be-43e2-b046-a526a5d5ce65,1006,Charlottestad,41,2024-01-08,430.48
1c89774b-679a-493a-aac6-54067d2a6e2c,1078,Jillland,17,2024-02-11,371.66
b2623e57-5b80-4ec1-9dd2-0309d66b3fb0,1045,Malcolmburgh,21,2024-11-01,114.89
4295ecb1-3ab1-46b8-befe-350a5fbae69a,1086,North Stuartshire,41,2024-07-18,201.04
bf64fece-c1ae-4bc6-979f-112eeb00e71d,1045,South Declan,19,2024-11-30,100.91
43144bbb-1155-41d3-9ece-d0cd08399acc,1014,Geraldport,43,2024-04-20,81.15
3e661601-e5ff-4ddb-bcd5-fa311691c936,1009,Laurenburgh,5,2024-03-06,39.33
da0823a4-a7a1-4582-ad4a-36525d29eb9a,1021,Gloverville,46,2024-11-18,210.42
87ca0af2-8f20-4264-97bd-620ee47cbfa9,1037,East Roberthaven,48,2024-10-16,235.99
242c36b1-ca0f-4dee-874e-3693e8705a0c,1016,Patriciamouth,38,2024-10-22,36.33
c58f6084-8fa9-4825-a35b-021e47bc1137,1086,North Erichaven,41,2024-11-23,491.12
430b9cca-155b-4271-905e-78cf1db29b2b,1034,West Yvonne,18,2024-03-17,241.82
b43ad287-0205-4f89-bdf2-8e891668c401,1008,Carterchester,13,2024-12-07,286.3
9c8347f7-69fe-43ab-a90f-dc6de9da0992,1011,Port Graeme,49,2024-08-30,398.3
97a23177-d278-459d-a5b0-0ffb6f1aff8b,1007,Barrychester,28,2024-03-19,366.19
25cdb916-94f3-4cfa-81c4-e778b0e4b265,1052,Lake Barryside,21,2024-05-03,200.28
9a3e28e3-ef76-4a70-9d5e-6f3213f9f4b1,1026,North Elliotthaven,19,2024-09-30,42.48
7fedf4c6-5273-41e8-8932-4cda63d2d20c,1073,West Howard,46,2024-03-10,106.12
71231b82-662e-41c2-ba50-ce4d458bd0a5,1053,Lake Rachaelfurt,46,2024-03-06,342.62
b969b20f-9053-45a6-9e1e-a0697fdd97c5,1051,Patelstad,45,2024-06-19,146.66
4359b10e-973a-4cd5-a7ea-53296a0fc569,1004,Manningside,24,2024-07-07,135.62
d6073783-c006-4580-95f8-9d0330e4f5c1,1085,East Royville,32,2024-11-23,400.69
770e8fce-613d-4b1f-8fcd-62a87a0b47a1,1032,Chapmanbury,20,2024-05-06,42.96
a2a9a517-e3ac-4a22-8789-5d135c1983ec,1016,Eleanorville,11,2024-04-26,389.47
556b99ab-56ea-4ea6-b42f-c620e9bc2906,1030,Port Adamberg,28,2024-06-29,84.73
f9c2586d-681b-4f77-a826-2ca79e6c332a,1073,Evansshire,47,2024-06-29,352.78
38e0ed74-c175-4877-8978-2cdeade1d379,1047,Port Cherylfort,32,2024-08-27,350.43
cbb5bc16-faac-4e2d-8d27-99a9d56c8052,1082,Rogersstad,32,2024-08-06,259.69
76f313eb-4ef0-47df-9952-2ca9fd660b1b,1053,Arthurville,10,2024-01-02,249.08
d35bc502-8bb6-4984-8e46-4c7fdc1e6fa7,1030,Port Stephen,38,2024-10-16,108.66
48063d61-61f7-41f7-a83e-7be64dbdacb1,1052,Joeville,36,2024-01-17,95.52
9650df90-f8a4-40b0-8754-db39f1feaf7b,1074,Yvonneburgh,6,2024-04-18,426.57
6b5f4ad2-54bf-4fad-8c33-87f940736bcf,1003,Owenburgh,7,2024-05-01,404.35
ded208a4-0a72-4aa3-bd83-c1cbd37090fb,1071,Lake Martinstad,14,2024-05-03,76.72
ab582e54-63b4-4628-a0fc-fbe57e2f8c5e,1088,Griffinborough,9,2024-02-19,357.05
2b467815-b9b4-4cff-a160-b4c022d349c8,1040,New Frederick,47,2024-08-17,94.44
d274a789-48db-4474-a14c-178592be8833,1043,Saundershaven,23,2024-07-21,430.25
d19bc099-583b-47f6-ab7a-df6857e24e4d,1005,Port Holly,36,2024-09-11,473.5
b34ec862-dbd3-4f0f-bf95-735a69c87f6f,1078,Kingfurt,33,2024-09-11,90.21
77dd50c0-9a78-44e0-b206-7c12e05a20cc,1017,South Carolmouth,3,2024-11-26,427.64
ed545293-ff2f-4243-b1a4-ebfb19b844fa,1081,East Samuelchester,32,2024-02-22,276.89
54c77776-0238-475a-aaa5-f92d479cbe25,1067,Mitchellfort,44,2024-08-13,48.8
c6a21efe-16d2-4b37-9b7c-0e8b4902ead3,1044,Parkesside,8,2024-11-17,452.27
7136f11f-03f0-40ce-bb15-597541930ff7,1032,South Ian,30,2024-08-29,339.96
8f49885c-c8ea-44de-a275-acb7e3723b00,1039,South Bethan,31,2024-07-28,337.93
d0781a4f-1585-45ff-9d9f-e049394bcadd,1021,New Susan,27,2024-09-29,232.54
c5e407b0-76b8-49fe-8ea5-77816d1191eb,1021,Pearcehaven,17,2024-01-10,121.2
b5afa905-f82e-4c46-839b-27556d3b03b2,1006,Reesburgh,33,2024-07-29,276.89
da317683-46df-4fef-9cdd-29097fcc3c1d,1035,Edwardsmouth,27,2024-06-22,74.34
9475b07b-0cfc-48a4-8fb9-55aa73c5017e,1065,South Janestad,17,2024-06-11,161.0
7c726e41-520c-4daf-b19c-160a8044fb72,1082,West Gillian,33,2024-11-29,282.92
03a50db2-2138-49ad-8068-5f6e23c14357,1010,Rachaelland,39,2024-10-04,242.64
b03c0b6e-e512-48f9-94ec-2d5de2122557,1089,Traceyside,42,2024-09-12,20.51
4f5bef58-555e-4298-956d-531335208285,1014,Sophiefort,5,2024-07-04,433.39
4413bd2c-9701-413d-a59c-92a36011d5f7,1059,Patelport,37,2024-08-21,26.75
73506e73-d3c3-46f0-b7af-8f6a0da7ecef,1084,South Suzanne,31,2024-05-25,134.34
14371ce8-0503-4e19-9a7c-459b5eaebbaa,1038,Dawsonmouth,46,2024-06-28,70.19
e621d7d1-1f48-44a4-912c-8316807bdf4e,1074,Steelemouth,29,2024-10-21,334.66
13cc4682-199c-4eb5-b25f-d684e242210a,1043,New Marian,43,2024-10-02,449.2
12a7d24c-795b-44d6-8679-760379445c74,1043,Craigfurt,16,2024-06-26,136.72
c426e244-f00b-44c7-833a-83ed0f8ff678,1033,Kylestad,38,2024-01-30,375.02
4d6a430d-3dbf-4d2a-8990-389a7a3137e9,1040,Brownland,13,2024-01-01,55.94
778f1d95-0c95-42b7-8862-a34b420b9889,1076,Rosiemouth,34,2024-02-26,404.73
4f452f67-40e3-4186-94e5-c2aa97b744b3,1009,Port Martin,32,2024-09-03,371.8
bd45cc95-268c-48f7-a389-f1f7e3f4b9e2,1060,South Scottshire,35,2024-04-14,135.49
f7f783bf-d431-4e4b-be1f-ace8bb785a38,1069,Walshport,5,2024-07-08,223.97
87a74b80-b27d-4671-9b34-e9717f974a57,1029,Sarahberg,21,2024-04-11,201.53
7dcb9c1d-02a7-4cbc-a3ef-56cc4a9e0832,1002,West Kirstytown,7,2024-05-11,45.65
a833b73c-531a-4011-83cc-faa965853d30,1067,Joshuaborough,12,2024-04-27,228.62
b8001bbe-6701-454a-a575-36998f15cf4b,1056,North Elliotburgh,29,2024-03-27,207.23
9f596320-d14e-4342-8596-23e2e9446e55,1058,South Karenville,45,2024-05-14,314.1
c4ce38ac-7180-4bf1-a42a-aa7bb64644e3,1075,Georginaport,27,2024-11-12,158.98
e8589f5f-78e4-4d50-b665-e23b6b9afd03,1042,Sharonview,19,2024-03-05,327.83
00fc6cfe-fdfd-447c-93dc-c1af93db7ca8,1047,Jonesville,26,2024-01-20,265.47
a1eebf3f-af17-478a-ba30-b708958b5cba,1025,Evansberg,37,2024-03-08,224.96
ab3ac703-7e93-4c93-8c03-add9f4ca5b8f,1021,Lake Damienberg,37,2024-04-06,107.27
1deae8b6-2f57-4cd5-b9c2-c48c3a890a27,1007,Sheilaberg,1,2024-06-14,23.66
